Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-03 09:30:00-05:00,148.50999450683594,149.9600067138672,143.07000732421875,143.52000427246094,143.52000427246094,11605646
2023-01-03 10:30:00-05:00,143.52999877929688,143.57000732421875,141.0301055908203,141.9600067138672,141.9600067138672,7234854
2023-01-03 11:30:00-05:00,141.9499969482422,142.61000061035156,140.9600067138672,141.83009338378906,141.83009338378906,4647010
2023-01-03 12:30:00-05:00,141.85000610351562,142.86000061035156,141.57000732421875,142.7899932861328,142.7899932861328,3367135
2023-01-03 13:30:00-05:00,142.8000946044922,142.86309814453125,142.02999877929688,142.27169799804688,142.27169799804688,3274138
2023-01-03 14:30:00-05:00,142.32000732421875,144.0800018310547,141.63999938964844,143.4499969482422,143.4499969482422,4800684
2023-01-03 15:30:00-05:00,143.4499969482422,143.7550048828125,142.91000366210938,143.14999389648438,143.14999389648438,3190265
2023-01-04 09:30:00-05:00,145.6699981689453,148.13999938964844,143.0301055908203,143.6300048828125,143.6300048828125,12299209
2023-01-04 10:30:00-05:00,143.61000061035156,146.0679931640625,142.41000366210938,145.97000122070312,145.97000122070312,5407152
2023-01-04 11:30:00-05:00,145.97500610351562,147.7899932861328,145.97500610351562,146.82159423828125,146.82159423828125,4535923
2023-01-04 12:30:00-05:00,146.8300018310547,147.67999267578125,146.1999969482422,147.22999572753906,147.22999572753906,3424437
2023-01-04 13:30:00-05:00,147.22999572753906,148.52999877929688,145.36000061035156,145.5399932861328,145.5399932861328,5205279
2023-01-04 14:30:00-05:00,145.5399932861328,148.29989624023438,145.3699951171875,146.6699981689453,146.6699981689453,5946987
2023-01-04 15:30:00-05:00,146.66000366210938,147.69000244140625,145.71009826660156,147.5500030517578,147.5500030517578,3972284
2023-01-05 09:30:00-05:00,144.91000366210938,145.63999938964844,142.02999877929688,143.4199981689453,143.4199981689453,9816500
2023-01-05 10:30:00-05:00,143.41009521484375,143.5800018310547,141.47950744628906,142.19000244140625,142.19000244140625,5777791
