Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-02 09:30:00-05:00,49.125,49.266502380371094,47.595001220703125,47.66699981689453,47.66699981689453,14594455
2024-01-02 10:30:00-05:00,47.670989990234375,48.12200164794922,47.60100173950195,48.11602020263672,48.11602020263672,5739769
2024-01-02 11:30:00-05:00,48.11750030517578,48.26300048828125,48.040000915527344,48.10852813720703,48.10852813720703,4327283
2024-01-02 12:30:00-05:00,48.11594772338867,48.347999572753906,47.87999725341797,48.185997009277344,48.185997009277344,4118649
2024-01-02 13:30:00-05:00,48.17900848388672,48.23999786376953,48.00490188598633,48.1879997253418,48.1879997253418,2905160
2024-01-02 14:30:00-05:00,48.18000030517578,48.23460006713867,47.820011138916016,47.88399887084961,47.88399887084961,3329151
2024-01-02 15:30:00-05:00,47.8859977722168,48.20800018310547,47.777000427246094,48.185001373291016,48.185001373291016,3450485
2024-01-03 09:30:00-05:00,47.45000076293945,48.18410110473633,47.31999969482422,47.49448776245117,47.49448776245117,10998649
2024-01-03 10:30:00-05:00,47.490501403808594,47.926002502441406,47.347999572753906,47.751502990722656,47.751502990722656,4999551
2024-01-03 11:30:00-05:00,47.75040054321289,47.83699035644531,47.65399932861328,47.773990631103516,47.773990631103516,2389099
2024-01-03 12:30:00-05:00,47.76799774169922,47.87900161743164,47.57999801635742,47.62432861328125,47.62432861328125,2458234
2024-01-03 13:30:00-05:00,47.62999725341797,47.72999954223633,47.44499969482422,47.69300079345703,47.69300079345703,3068400
2024-01-03 14:30:00-05:00,47.69499969482422,47.810001373291016,47.53900146484375,47.652000427246094,47.652000427246094,2466427
2024-01-03 15:30:00-05:00,47.64896011352539,47.74700164794922,47.45000076293945,47.56999969482422,47.56999969482422,2855411
2024-01-04 09:30:00-05:00,47.76700210571289,48.064002990722656,47.507999420166016,47.95499801635742,47.95499801635742,8061891
2024-01-04 10:30:00-05:00,47.94702911376953,48.4010009765625,47.94499969482422,48.305660247802734,48.305660247802734,5778816
2024-01-04 11:30:00-05:00,48.303009033203125,48.5,48.21500015258789,48.26900100708008,48.26900100708008,4061918
