4.766699981689453125e+01,4.811602020263671875e+01,4.810852813720703125e+01,4.818599700927734375e+01,4.818799972534179688e+01,4.788399887084960938e+01,4.818500137329101562e+01,4.749448776245117188e+01,4.775150299072265625e+01,4.777399063110352273e+01,4.762432861328125000e+01,4.769300079345703125e+01,4.765200042724609375e+01,4.756999969482421875e+01,4.795499801635742188e+01,4.830566024780273438e+01,4.826900100708007812e+01,4.827999877929687500e+01,4.814400100708007812e+01,4.819586944580078125e+01,4.799399948120117188e+01,4.895199966430664062e+01,4.938750076293945312e+01,4.904125213623046875e+01,4.915599822998046875e+01,4.920993804931640625e+01,4.886849975585937500e+01,4.909000015258789062e+01,5.132600021362304688e+01,5.128200149536132812e+01
4.818500137329101562e+01,4.749448776245117188e+01,4.775150299072265625e+01,4.777399063110352273e+01,4.762432861328125000e+01,4.769300079345703125e+01,4.765200042724609375e+01,4.756999969482421875e+01,4.795499801635742188e+01,4.830566024780273438e+01,4.826900100708007812e+01,4.827999877929687500e+01,4.814400100708007812e+01,4.819586944580078125e+01,4.799399948120117188e+01,4.895199966430664062e+01,4.938750076293945312e+01,4.904125213623046875e+01,4.915599822998046875e+01,4.920993804931640625e+01,4.886849975585937500e+01,4.909000015258789062e+01,5.132600021362304688e+01,5.128200149536132812e+01,5.118626022338867188e+01,5.151200103759765625e+01,5.174000167846679688e+01,5.187034988403320312e+01,5.225499725341796875e+01,5.247363281250000000e+01
4.765200042724609375e+01,4.756999969482421875e+01,4.795499801635742188e+01,4.830566024780273438e+01,4.826900100708007812e+01,4.827999877929687500e+01,4.814400100708007812e+01,4.819586944580078125e+01,4.799399948120117188e+01,4.895199966430664062e+01,4.938750076293945312e+01,4.904125213623046875e+01,4.915599822998046875e+01,4.920993804931640625e+01,4.886849975585937500e+01,4.909000015258789062e+01,5.132600021362304688e+01,5.128200149536132812e+01,5.118626022338867188e+01,5.151200103759765625e+01,5.174000167846679688e+01,5.187034988403320312e+01,5.225499725341796875e+01,5.247363281250000000e+01,5.285999679565429688e+01,5.342158126831054688e+01,5.387080001831054688e+01,5.397499847412109375e+01,5.355847167968750000e+01,5.313100051879882812e+01
4.814400100708007812e+01,4.819586944580078125e+01,4.799399948120117188e+01,4.895199966430664062e+01,4.938750076293945312e+01,4.904125213623046875e+01,4.915599822998046875e+01,4.920993804931640625e+01,4.886849975585937500e+01,4.909000015258789062e+01,5.132600021362304688e+01,5.128200149536132812e+01,5.118626022338867188e+01,5.151200103759765625e+01,5.174000167846679688e+01,5.187034988403320312e+01,5.225499725341796875e+01,5.247363281250000000e+01,5.285999679565429688e+01,5.342158126831054688e+01,5.387080001831054688e+01,5.397499847412109375e+01,5.355847167968750000e+01,5.313100051879882812e+01,5.414899444580078125e+01,5.431049728393554688e+01,5.419199752807617188e+01,5.421300125122070312e+01,5.421199798583983664e+01,5.421149826049804688e+01
4.915599822998046875e+01,4.920993804931640625e+01,4.886849975585937500e+01,4.909000015258789062e+01,5.132600021362304688e+01,5.128200149536132812e+01,5.118626022338867188e+01,5.151200103759765625e+01,5.174000167846679688e+01,5.187034988403320312e+01,5.225499725341796875e+01,5.247363281250000000e+01,5.285999679565429688e+01,5.342158126831054688e+01,5.387080001831054688e+01,5.397499847412109375e+01,5.355847167968750000e+01,5.313100051879882812e+01,5.414899444580078125e+01,5.431049728393554688e+01,5.419199752807617188e+01,5.421300125122070312e+01,5.421199798583983664e+01,5.421149826049804688e+01,5.434999847412109375e+01,5.451850128173828125e+01,5.385501098632812500e+01,5.413259887695312500e+01,5.493300247192382812e+01,5.491899871826171875e+01
5.118626022338867188e+01,5.151200103759765625e+01,5.174000167846679688e+01,5.187034988403320312e+01,5.225499725341796875e+01,5.247363281250000000e+01,5.285999679565429688e+01,5.342158126831054688e+01,5.387080001831054688e+01,5.397499847412109375e+01,5.355847167968750000e+01,5.313100051879882812e+01,5.414899444580078125e+01,5.431049728393554688e+01,5.419199752807617188e+01,5.421300125122070312e+01,5.421199798583983664e+01,5.421149826049804688e+01,5.434999847412109375e+01,5.451850128173828125e+01,5.385501098632812500e+01,5.413259887695312500e+01,5.493300247192382812e+01,5.491899871826171875e+01,5.487662887573242188e+01,5.482999801635742188e+01,5.473799896240234375e+01,5.469501876831054688e+01,5.461400222778320312e+01,5.463005828857421875e+01
5.285999679565429688e+01,5.342158126831054688e+01,5.387080001831054688e+01,5.397499847412109375e+01,5.355847167968750000e+01,5.313100051879882812e+01,5.414899444580078125e+01,5.431049728393554688e+01,5.419199752807617188e+01,5.421300125122070312e+01,5.421199798583983664e+01,5.421149826049804688e+01,5.434999847412109375e+01,5.451850128173828125e+01,5.385501098632812500e+01,5.413259887695312500e+01,5.493300247192382812e+01,5.491899871826171875e+01,5.487662887573242188e+01,5.482999801635742188e+01,5.473799896240234375e+01,5.469501876831054688e+01,5.461400222778320312e+01,5.463005828857421875e+01,5.474777221679687500e+01,5.462501144409179688e+01,5.470800018310546875e+01,5.605500030517578125e+01,5.656928634643554688e+01,5.623098754882812500e+01
5.414899444580078125e+01,5.431049728393554688e+01,5.419199752807617188e+01,5.421300125122070312e+01,5.421199798583983664e+01,5.421149826049804688e+01,5.434999847412109375e+01,5.451850128173828125e+01,5.385501098632812500e+01,5.413259887695312500e+01,5.493300247192382812e+01,5.491899871826171875e+01,5.487662887573242188e+01,5.482999801635742188e+01,5.473799896240234375e+01,5.469501876831054688e+01,5.461400222778320312e+01,5.463005828857421875e+01,5.474777221679687500e+01,5.462501144409179688e+01,5.470800018310546875e+01,5.605500030517578125e+01,5.656928634643554688e+01,5.623098754882812500e+01,5.636704254150390625e+01,5.618599700927734375e+01,5.610537719726562500e+01,5.640000152587890625e+01,5.541599655151367188e+01,5.588899993896485086e+01
5.434999847412109375e+01,5.451850128173828125e+01,5.385501098632812500e+01,5.413259887695312500e+01,5.493300247192382812e+01,5.491899871826171875e+01,5.487662887573242188e+01,5.482999801635742188e+01,5.473799896240234375e+01,5.469501876831054688e+01,5.461400222778320312e+01,5.463005828857421875e+01,5.474777221679687500e+01,5.462501144409179688e+01,5.470800018310546875e+01,5.605500030517578125e+01,5.656928634643554688e+01,5.623098754882812500e+01,5.636704254150390625e+01,5.618599700927734375e+01,5.610537719726562500e+01,5.640000152587890625e+01,5.541599655151367188e+01,5.588899993896485086e+01,5.563549804687500000e+01,5.561949920654296875e+01,5.604362869262695312e+01,5.572150802612304688e+01,5.605100250244140625e+01,5.717000198364257812e+01
5.487662887573242188e+01,5.482999801635742188e+01,5.473799896240234375e+01,5.469501876831054688e+01,5.461400222778320312e+01,5.463005828857421875e+01,5.474777221679687500e+01,5.462501144409179688e+01,5.470800018310546875e+01,5.605500030517578125e+01,5.656928634643554688e+01,5.623098754882812500e+01,5.636704254150390625e+01,5.618599700927734375e+01,5.610537719726562500e+01,5.640000152587890625e+01,5.541599655151367188e+01,5.588899993896485086e+01,5.563549804687500000e+01,5.561949920654296875e+01,5.604362869262695312e+01,5.572150802612304688e+01,5.605100250244140625e+01,5.717000198364257812e+01,5.752100372314453125e+01,5.701599884033203125e+01,5.628166961669921875e+01,5.696799850463867188e+01,5.694400024414062500e+01,5.709821319580078125e+01
