-5.424323970671898199e-01,-8.299875675724194268e-02,1.189343964477272975e-01,-2.762069039930240555e-01,2.991415165379831542e-01,-1.281823475519832389e-01,1.164335705777202190e-01,6.895927675102415666e-01,1.001414065204873499e-01,8.425363671283808004e-03,-5.332099886510081044e-01,2.610771157451538538e-01,2.461033127917370278e-01,-1.332970243713081926e+00,-2.578831805382162945e-01,1.228557471234241333e-01,2.995973502192594284e-01,-2.564308683752750118e-01,-2.103149247611702799e-01,-1.082271572956574890e-01,-6.763823845351396580e-02,9.283333512326050752e-01,1.209740354507299886e-01,1.945089640389460472e-01,4.294615327341734790e-01,1.250388431423967994e-01,-1.867851373329744991e-01,2.830258243256686512e+00,4.340448646710712843e-01
1.181260956859847278e-01,6.895693234107768133e-01,1.002750885780791523e-01,7.156171582593936001e-03,-5.352380580974589463e-01,2.629962538405118955e-01,2.460188124467558302e-01,-1.334167736860447206e+00,-2.584719906753353835e-01,1.220132395368395961e-01,3.016505921858547157e-01,-2.558311421794305929e-01,-2.106621572213231153e-01,-1.026730654349543165e-01,-6.665455359453116568e-02,9.264777931859404791e-01,1.187437125007404087e-01,1.951727999483371667e-01,4.343650242560729291e-01,1.162954287332855496e-01,-1.856608915319016007e-01,2.834201935645578541e+00,4.379918255327722165e-01,-4.869576210042341619e-02,6.721591154379889799e-02,-1.963171123128528983e-01,-4.276022231226340176e-01,-4.527098691641914252e-01,2.523370198689418586e-01
2.476448499235101020e-01,-1.334195548068965786e+00,-2.583448212936494959e-01,1.208102774567044319e-01,2.996075834256168302e-01,-2.540422061452791147e-01,-2.107427181650173564e-01,-1.048951960150078244e-01,-6.724516035395104729e-02,9.257130940847275724e-01,1.208844248014138423e-01,1.958783216722249365e-01,4.339723906213275861e-01,1.211580289626218165e-01,-1.846635205489049747e-01,2.833230256169042782e+00,4.357749346166827631e-01,-4.800546640096631928e-02,7.152831422468923506e-02,-2.109772177934306492e-01,-4.265042940079403766e-01,-4.522031273086234426e-01,2.559557235122215113e-01,-1.428975378012287967e-01,-1.883248728840137554e-01,-9.542935276222598573e-02,2.275515854027487239e-01,-9.267916290901531684e-02,2.632859459194214491e-01
-2.088823253566114979e-01,-1.049203545542846533e-01,-6.711451815619040584e-02,9.249787475838212591e-01,1.188446507399492508e-01,1.977810370905482562e-01,4.338862699881775864e-01,1.187494834886966000e-01,-1.852530185959677389e-01,2.832650173109475755e+00,4.377623139390345308e-01,-4.735691315386841155e-02,7.116123313403309447e-02,-2.051066731062510529e-01,-4.254789943808384156e-01,-4.546989323369761138e-01,2.537311197321544531e-01,-1.421969932910333023e-01,-1.844294450325268675e-01,-1.082319488485626174e-01,2.287211102568085797e-01,-9.179550367700528568e-02,2.669244289179289464e-01,-1.832870133198449270e-01,-6.007467913373609747e-01,4.912892164324681454e-01,-3.738480090019172253e-02,-2.269277430180794697e-01,2.560250791701560447e-01
4.354159163781875508e-01,1.187248075562808702e-01,-1.851245195053556336e-01,2.833027709880394873e+00,4.357168695437121375e-01,-4.551546533660751764e-02,7.107824158754695587e-02,-2.072434931526884183e-01,-4.260662299295630562e-01,-4.555973600604562579e-01,2.558065450208781288e-01,-1.415705059460161674e-01,-1.847785004610943138e-01,-1.026778422306860450e-01,2.296704287404107980e-01,-9.412416361589874547e-02,2.647002898815685734e-01,-1.825820745815434909e-01,-5.975243267448481221e-01,4.892890730808258093e-01,-3.624422850922610212e-02,-2.261846290832528195e-01,2.596504453330913953e-01,1.298106988125347361e-01,-1.700479863244241663e-01,-5.117950998958940845e-02,6.237968611485646964e-01,-6.217108462302913668e-02,4.772465785528421933e-01
7.279403762047409465e-02,-2.072688725511894758e-01,-4.259421041791873197e-01,-4.571371112095048983e-01,2.537643566115128091e-01,-1.397527892334284039e-01,-1.848592846399440826e-01,-1.048999688324456919e-01,2.290770379623005282e-01,-9.498767968314086874e-02,2.667704099025098308e-01,-1.819650481007750176e-01,-5.978442902296122741e-01,4.930029159036972697e-01,-3.526418415740172063e-02,-2.285756142364745169e-01,2.574259980982728790e-01,1.304815736579806873e-01,-1.661227354383392196e-01,-6.316739377574241698e-02,6.250096880076165817e-01,-6.125548637962908299e-02,4.812715837854138479e-01,-2.917085547817498403e-01,1.448445563748074760e-01,5.767918631849534572e-01,-1.273846235021193485e-01,-3.315279499132581936e-02,-2.072740722541256686e-01
-1.830121721107244581e-01,-1.049251273820218655e-01,2.292130615832217444e-01,-9.631716911161142258e-02,2.647280253015628637e-01,-1.801575062162528162e-01,-5.979215118976974885e-01,4.902846841222355256e-01,-3.585508583416041617e-02,-2.294521481941292906e-01,2.594996363494277425e-01,1.311719404065544159e-01,-1.664730801052640152e-01,-5.775207837373092651e-02,6.259130521385679602e-01,-6.356998287250045787e-02,4.790565266313347448e-01,-2.909918201738893040e-01,1.492836284286814807e-01,5.763659640258934624e-01,-1.262538863647356402e-01,-3.220681740136784738e-02,-2.044856610994295887e-01,5.453925326069235524e-01,2.193089015999272196e-02,4.949182289782205757e-02,1.161298430494450029e+00,-9.286461327225739026e-01,4.143500960709575742e-01
-5.958624652874003891e-01,4.902608099322862678e-01,-3.572387357018470821e-02,-2.308600402059030610e-01,2.574573818544770298e-01,1.330583571798380216e-01,-1.665540221603133975e-01,-6.001162082927995189e-02,6.253159386001936326e-01,-6.443054061556884038e-02,4.810229726987035326e-01,-2.904001904449287630e-01,1.489110714695714710e-01,5.798116247364931697e-01,-1.252634043273676834e-01,-3.450784208605126718e-02,-2.067297737666337065e-01,5.460181936596444352e-01,2.616939968872605479e-02,3.935746373548926202e-02,1.162569995960783364e+00,-9.286376501673861972e-01,4.182614781167567353e-01,1.968038206025037873e-01,2.192403195702418706e-01,3.099675304782371563e-02,-1.536591685667770997e-02,-6.064405125238920419e-02,-9.629982044978764311e-01
-1.647163017001973817e-01,-6.003668251348567159e-02,6.254591582030870622e-01,-6.574221300532438750e-02,4.789767541806465578e-01,-2.886199618772746223e-01,1.488274093649251673e-01,5.770210954206439480e-01,-1.258534604476393703e-01,-3.536558596759440537e-02,-2.044316453645395326e-01,5.468059066416923741e-01,2.580551297072151626e-02,4.445701989817432698e-02,1.163411023609308037e+00,-9.313544097086934315e-01,4.160437512264612558e-01,1.974674068398434290e-01,2.238007857911417375e-01,2.052186926539290371e-02,-1.422293822421184795e-02,-5.972685435253623915e-02,-9.615750172927259865e-01,2.622921846649700628e-02,-1.526945928630124572e-02,1.281205706294863134e-01,-6.705088332987840793e-02,-4.313500243334109086e-01,-1.046892688073332689e+00
1.505033138334823939e-01,5.769974084007507553e-01,-1.257238826185467506e-01,-3.666031137088410913e-02,-2.064655980961153658e-01,5.487970158788351149e-01,2.572291259737369620e-02,4.211235388882076519e-02,1.162808860194994187e+00,-9.322989882824646024e-01,4.180406735871763924e-01,1.981734661128362329e-01,2.234229810087099422e-01,2.567943587672928685e-02,-1.324544750172831215e-02,-6.204064191662762850e-02,-9.638512078123915305e-01,2.691136260044808479e-02,-1.109165086795563249e-02,1.194338958861507621e-01,-6.591355287245267980e-02,-4.308209207833125776e-01,-1.045621057174677127e+00,-4.403276383042278863e-01,-5.673918677041454167e-02,-1.283591400632024260e-01,2.654537188959895655e-01,-3.093084000103769604e-01,-6.314718161110873806e-01
